,Unnamed: 0,Date,Month-Year,Warehouse Code,Customer Code,Order Number,Order Line Number,Item Code,Units,Euros,Conversion Ratio,Warehouse Name,Warehouse Country,Warehouse City,Customer Country,Customer City,Road,Rail,Sea,Air,Location,GPS 1,GPS 2,KG,CO2 Road,CO2 Rail,CO2 Sea,CO2 Air,CO2 Total
0,112,2021-01-04 00:00:00.000,1-2021,3403434,5002915-15,20247100,1,963543-43,2.0,381.47,56.584,WAREHOUSE PARIS AREA 1,FRANCE,CHALONS-EN-CHAMPAGNE,FRANCE,LES ANGLES,765.728,200,500,300,"FRANCE, LES ANGLES",42.5796783,2.04895,113.168,8.318967005184,0.6337408000000001,0.56584,71.29584000000001,80.81438780518401
1,14485,2021-01-07 00:00:00.000,1-2021,3403434,5397843-43,20258239,1,8902753-53,250.0,187.03,0.032,WAREHOUSE PARIS AREA 1,FRANCE,CHALONS-EN-CHAMPAGNE,FRANCE,SUCY EN BRIE,281.488,250,350,400,"FRANCE, SUCY EN BRIE",48.7688096,2.537369,8.0,0.21618278400000002,0.056,0.028000000000000004,6.720000000000001,7.020182784000001
2,14486,2021-01-07 00:00:00.000,1-2021,3403434,5397843-43,20258239,2,8308591-91,500.0,452.45,0.02219,WAREHOUSE PARIS AREA 1,FRANCE,CHALONS-EN-CHAMPAGNE,FRANCE,SUCY EN BRIE,281.488,250,350,400,"FRANCE, SUCY EN BRIE",48.7688096,2.537369,11.095,0.29981849856000004,0.07766500000000001,0.038832500000000006,9.319800000000003,9.736115998560003
3,14487,2021-01-07 00:00:00.000,1-2021,3403434,5397843-43,20258239,3,8308621-21,500.0,452.45,0.02219,WAREHOUSE PARIS AREA 1,FRANCE,CHALONS-EN-CHAMPAGNE,FRANCE,SUCY EN BRIE,281.488,250,350,400,"FRANCE, SUCY EN BRIE",48.7688096,2.537369,11.095,0.29981849856000004,0.07766500000000001,0.038832500000000006,9.319800000000003,9.736115998560003
4,14488,2021-01-07 00:00:00.000,1-2021,3403434,5397843-43,20258239,4,8022921-21,400.0,567.16,0.032,WAREHOUSE PARIS AREA 1,FRANCE,CHALONS-EN-CHAMPAGNE,FRANCE,SUCY EN BRIE,281.488,250,350,400,"FRANCE, SUCY EN BRIE",48.7688096,2.537369,12.8,0.34589245440000005,0.08960000000000001,0.044800000000000006,10.752,11.232292454400001
5,14489,2021-01-07 00:00:00.000,1-2021,3403434,5397843-43,20258239,5,8128704-04,400.0,550.04,0.02092,WAREHOUSE PARIS AREA 1,FRANCE,CHALONS-EN-CHAMPAGNE,FRANCE,SUCY EN BRIE,281.488,250,350,400,"FRANCE, SUCY EN BRIE",48.7688096,2.537369,8.368,0.226127192064,0.058576,0.029288000000000005,7.02912,7.343111192064
6,14490,2021-01-07 00:00:00.000,1-2021,3403434,5397843-43,20258239,6,802077-77,300.0,408.27,0.019,WAREHOUSE PARIS AREA 1,FRANCE,CHALONS-EN-CHAMPAGNE,FRANCE,SUCY EN BRIE,281.488,250,350,400,"FRANCE, SUCY EN BRIE",48.7688096,2.537369,5.7,0.1540302336,0.039900000000000005,0.019950000000000002,4.788000000000001,5.0018802336000014
7,14491,2021-01-07 00:00:00.000,1-2021,3403434,5397843-43,20258239,7,888751-51,96.0,107.39,0.04767,WAREHOUSE PARIS AREA 1,FRANCE,CHALONS-EN-CHAMPAGNE,FRANCE,SUCY EN BRIE,281.488,250,350,400,"FRANCE, SUCY EN BRIE",48.7688096,2.537369,4.57632,0.12366519975936001,0.03203424,0.01601712,3.8441088,4.01582535975936
8,14492,2021-01-07 00:00:00.000,1-2021,3403434,5397843-43,20258239,8,897001-01,125.0,228.0,0.04304,WAREHOUSE PARIS AREA 1,FRANCE,CHALONS-EN-CHAMPAGNE,FRANCE,SUCY EN BRIE,281.488,250,350,400,"FRANCE, SUCY EN BRIE",48.7688096,2.537369,5.38,0.14538292224,0.03766,0.01883,4.5192000000000005,4.72107292224
9,14493,2021-01-07 00:00:00.000,1-2021,3403434,5397843-43,20258239,9,8308601-01,200.0,180.98,0.02219,WAREHOUSE PARIS AREA 1,FRANCE,CHALONS-EN-CHAMPAGNE,FRANCE,SUCY EN BRIE,281.488,250,350,400,"FRANCE, SUCY EN BRIE",48.7688096,2.537369,4.438000000000001,0.11992739942400003,0.031066000000000003,0.015533000000000003,3.727920000000001,3.894446399424001
10,15314,2021-01-07 00:00:00.000,1-2021,3403434,5340669-69,20203388,1,993081-81,153.0,24374.43,16.53807,WAREHOUSE PARIS AREA 1,FRANCE,CHALONS-EN-CHAMPAGNE,GERMANY,PEINE - WOLTORF,856.0,500,600,500,"GERMANY, PEINE - WOLTORF",52.304594,10.3125211,2530.3247100000003,207.93196336896006,35.42454594000001,15.181948260000002,2656.8409455000005,2915.3794030689605
11,15344,2021-01-07 00:00:00.000,1-2021,3403434,5340672-72,20203383,1,993081-81,128.0,20391.68,16.53807,WAREHOUSE PARIS AREA 1,FRANCE,CHALONS-EN-CHAMPAGNE,FRANCE,BELLEVILLE,52.694,150,250,200,"FRANCE, BELLEVILLE",48.8711841,2.3866818,2116.87296,10.708464360407042,8.890866432000001,5.292182400000001,889.0866432000001,913.9781563924072
12,22943,2021-01-08 00:00:00.000,1-2021,3403434,5029913-13,20258208,1,802063-63,560.0,439.1,0.022,WAREHOUSE PARIS AREA 1,FRANCE,CHALONS-EN-CHAMPAGNE,FRANCE,MOISSY-CRAMAYEL,288.437,200,300,250,"FRANCE, MOISSY-CRAMAYEL",48.6246665,2.5957563,12.319999999999999,0.34114020864,0.068992,0.03696,6.467999999999999,6.915092208639999
13,22944,2021-01-08 00:00:00.000,1-2021,3403434,5029913-13,20258208,2,8128741-41,2240.0,5325.82,0.03392,WAREHOUSE PARIS AREA 1,FRANCE,CHALONS-EN-CHAMPAGNE,FRANCE,MOISSY-CRAMAYEL,288.437,200,300,250,"FRANCE, MOISSY-CRAMAYEL",48.6246665,2.5957563,75.9808,2.1039047049216,0.42549248,0.22794240000000002,39.889920000000004,42.647259584921606
14,22945,2021-01-08 00:00:00.000,1-2021,3403434,5029913-13,20258208,3,1199005728-28,576.0,1231.08,0.054,WAREHOUSE PARIS AREA 1,FRANCE,CHALONS-EN-CHAMPAGNE,FRANCE,MOISSY-CRAMAYEL,288.437,200,300,250,"FRANCE, MOISSY-CRAMAYEL",48.6246665,2.5957563,31.104,0.861268267008,0.1741824,0.09331199999999999,16.3296,17.458362667008
15,22946,2021-01-08 00:00:00.000,1-2021,3403434,5029913-13,20258208,4,802064-64,1120.0,878.19,0.0184,WAREHOUSE PARIS AREA 1,FRANCE,CHALONS-EN-CHAMPAGNE,FRANCE,MOISSY-CRAMAYEL,288.437,200,300,250,"FRANCE, MOISSY-CRAMAYEL",48.6246665,2.5957563,20.608,0.5706345308160001,0.1154048,0.061824000000000004,10.8192,11.567063330816001
16,22947,2021-01-08 00:00:00.000,1-2021,3403434,5029913-13,20258208,5,802077-77,960.0,1159.49,0.019,WAREHOUSE PARIS AREA 1,FRANCE,CHALONS-EN-CHAMPAGNE,FRANCE,MOISSY-CRAMAYEL,288.437,200,300,250,"FRANCE, MOISSY-CRAMAYEL",48.6246665,2.5957563,18.24,0.5050647244800001,0.102144,0.05472,9.575999999999999,10.23792872448
17,22948,2021-01-08 00:00:00.000,1-2021,3403434,5029913-13,20258208,6,9202962-62,375.0,931.91,0.0915,WAREHOUSE PARIS AREA 1,FRANCE,CHALONS-EN-CHAMPAGNE,FRANCE,MOISSY-CRAMAYEL,288.437,200,300,250,"FRANCE, MOISSY-CRAMAYEL",48.6246665,2.5957563,34.3125,0.9501114780000002,0.19215000000000002,0.10293750000000002,18.0140625,19.259261478000003
18,22949,2021-01-08 00:00:00.000,1-2021,3403434,5029913-13,20258208,7,895956-56,560.0,725.93,0.0178,WAREHOUSE PARIS AREA 1,FRANCE,CHALONS-EN-CHAMPAGNE,FRANCE,MOISSY-CRAMAYEL,288.437,200,300,250,"FRANCE, MOISSY-CRAMAYEL",48.6246665,2.5957563,9.968,0.276013441536,0.0558208,0.029903999999999997,5.2332,5.594938241536
19,22950,2021-01-08 00:00:00.000,1-2021,3403434,5029913-13,20258208,8,897785-85,560.0,676.37,0.019,WAREHOUSE PARIS AREA 1,FRANCE,CHALONS-EN-CHAMPAGNE,FRANCE,MOISSY-CRAMAYEL,288.437,200,300,250,"FRANCE, MOISSY-CRAMAYEL",48.6246665,2.5957563,10.64,0.29462108928,0.059584000000000005,0.031920000000000004,5.586,5.97212508928
20,22951,2021-01-08 00:00:00.000,1-2021,3403434,5029913-13,20258208,9,902126-26,1120.0,1806.0,0.019,WAREHOUSE PARIS AREA 1,FRANCE,CHALONS-EN-CHAMPAGNE,FRANCE,MOISSY-CRAMAYEL,288.437,200,300,250,"FRANCE, MOISSY-CRAMAYEL",48.6246665,2.5957563,21.28,0.58924217856,0.11916800000000001,0.06384000000000001,11.172,11.94425017856
21,22952,2021-01-08 00:00:00.000,1-2021,3403434,5029913-13,20258208,10,9078342-42,240.0,490.2,0.078,WAREHOUSE PARIS AREA 1,FRANCE,CHALONS-EN-CHAMPAGNE,FRANCE,MOISSY-CRAMAYEL,288.437,200,300,250,"FRANCE, MOISSY-CRAMAYEL",48.6246665,2.5957563,18.72,0.5183559014400001,0.10483200000000001,0.05616000000000001,9.828,10.50734790144
22,22953,2021-01-08 00:00:00.000,1-2021,3403434,5029913-13,20258208,11,927818-18,2160.0,6870.31,0.05689,WAREHOUSE PARIS AREA 1,FRANCE,CHALONS-EN-CHAMPAGNE,FRANCE,MOISSY-CRAMAYEL,288.437,200,300,250,"FRANCE, MOISSY-CRAMAYEL",48.6246665,2.5957563,122.8824,3.4026077576448004,0.68814144,0.3686472,64.51326,68.9726563976448
23,22954,2021-01-08 00:00:00.000,1-2021,3403434,5029913-13,20258208,12,935588-88,560.0,1579.31,0.03488,WAREHOUSE PARIS AREA 1,FRANCE,CHALONS-EN-CHAMPAGNE,FRANCE,MOISSY-CRAMAYEL,288.437,200,300,250,"FRANCE, MOISSY-CRAMAYEL",48.6246665,2.5957563,19.5328,0.5408622944256001,0.10938368000000002,0.05859840000000001,10.25472,10.963564374425601
24,22955,2021-01-08 00:00:00.000,1-2021,3403434,5029913-13,20258208,13,964787-87,560.0,506.41,0.02421,WAREHOUSE PARIS AREA 1,FRANCE,CHALONS-EN-CHAMPAGNE,FRANCE,MOISSY-CRAMAYEL,288.437,200,300,250,"FRANCE, MOISSY-CRAMAYEL",48.6246665,2.5957563,13.557599999999999,0.3754092932352,0.07592256,0.0406728,7.1177399999999995,7.609744653235199
25,22956,2021-01-08 00:00:00.000,1-2021,3403434,5029913-13,20258208,14,964809-09,300.0,546.33,0.0599,WAREHOUSE PARIS AREA 1,FRANCE,CHALONS-EN-CHAMPAGNE,FRANCE,MOISSY-CRAMAYEL,288.437,200,300,250,"FRANCE, MOISSY-CRAMAYEL",48.6246665,2.5957563,17.97,0.49758843744000003,0.100632,0.05391,9.43425,10.08638043744
26,22957,2021-01-08 00:00:00.000,1-2021,3403434,5029913-13,20258208,15,964859-59,760.0,1191.83,0.0545499999999999,WAREHOUSE PARIS AREA 1,FRANCE,CHALONS-EN-CHAMPAGNE,FRANCE,MOISSY-CRAMAYEL,288.437,200,300,250,"FRANCE, MOISSY-CRAMAYEL",48.6246665,2.5957563,41.45799999999992,1.1479700300159978,0.23216479999999953,0.12437399999999976,21.76544999999996,23.269958830015955
27,22958,2021-01-08 00:00:00.000,1-2021,3403434,5029913-13,20258208,16,9672961-61,400.0,773.96,0.021,WAREHOUSE PARIS AREA 1,FRANCE,CHALONS-EN-CHAMPAGNE,FRANCE,MOISSY-CRAMAYEL,288.437,200,300,250,"FRANCE, MOISSY-CRAMAYEL",48.6246665,2.5957563,8.4,0.23259559680000005,0.047040000000000005,0.025200000000000004,4.41,4.7148355968
28,22959,2021-01-08 00:00:00.000,1-2021,3403434,5029913-13,20258208,17,992668-68,700.0,1416.45,0.0215,WAREHOUSE PARIS AREA 1,FRANCE,CHALONS-EN-CHAMPAGNE,FRANCE,MOISSY-CRAMAYEL,288.437,200,300,250,"FRANCE, MOISSY-CRAMAYEL",48.6246665,2.5957563,15.049999999999999,0.41673377759999997,0.08428,0.045149999999999996,7.90125,8.4474137776
29,22960,2021-01-08 00:00:00.000,1-2021,3403434,5029913-13,20258208,18,8871561-61,1120.0,1274.78,0.04395,WAREHOUSE PARIS AREA 1,FRANCE,CHALONS-EN-CHAMPAGNE,FRANCE,MOISSY-CRAMAYEL,288.437,200,300,250,"FRANCE, MOISSY-CRAMAYEL",48.6246665,2.5957563,49.224000000000004,1.3630101972480002,0.2756544,0.147672,25.842600000000004,27.628936597248003
30,22961,2021-01-08 00:00:00.000,1-2021,3403434,5029913-13,20258208,19,896049-49,300.0,1115.46,0.0163,WAREHOUSE PARIS AREA 1,FRANCE,CHALONS-EN-CHAMPAGNE,FRANCE,MOISSY-CRAMAYEL,288.437,200,300,250,"FRANCE, MOISSY-CRAMAYEL",48.6246665,2.5957563,4.89,0.13540386527999998,0.027384,0.014669999999999999,2.56725,2.74470786528
31,22962,2021-01-08 00:00:00.000,1-2021,3403434,5029913-13,20258208,20,875577-77,700.0,424.9,0.024,WAREHOUSE PARIS AREA 1,FRANCE,CHALONS-EN-CHAMPAGNE,FRANCE,MOISSY-CRAMAYEL,288.437,200,300,250,"FRANCE, MOISSY-CRAMAYEL",48.6246665,2.5957563,16.8,0.4651911936000001,0.09408000000000001,0.05040000000000001,8.82,9.4296711936
32,22963,2021-01-08 00:00:00.000,1-2021,3403434,5029913-13,20258208,21,8902742-42,375.0,324.86,0.058,WAREHOUSE PARIS AREA 1,FRANCE,CHALONS-EN-CHAMPAGNE,FRANCE,MOISSY-CRAMAYEL,288.437,200,300,250,"FRANCE, MOISSY-CRAMAYEL",48.6246665,2.5957563,21.75,0.602256456,0.12179999999999999,0.06525,11.418750000000001,12.208056456000001
33,22964,2021-01-08 00:00:00.000,1-2021,3403434,5029913-13,20258208,22,875582-82,700.0,672.84,0.017,WAREHOUSE PARIS AREA 1,FRANCE,CHALONS-EN-CHAMPAGNE,FRANCE,MOISSY-CRAMAYEL,288.437,200,300,250,"FRANCE, MOISSY-CRAMAYEL",48.6246665,2.5957563,11.9,0.32951042880000003,0.06664,0.0357,6.2475000000000005,6.6793504288
34,22965,2021-01-08 00:00:00.000,1-2021,3403434,5029913-13,20258208,23,8571482-82,520.0,1295.53,0.0163,WAREHOUSE PARIS AREA 1,FRANCE,CHALONS-EN-CHAMPAGNE,FRANCE,MOISSY-CRAMAYEL,288.437,200,300,250,"FRANCE, MOISSY-CRAMAYEL",48.6246665,2.5957563,8.475999999999999,0.23470003315199997,0.0474656,0.025428,4.4498999999999995,4.7574936331519995
35,25390,2021-01-08 00:00:00.000,1-2021,3403434,5003451-51,21000061,1,802051-51,40.0,31.88,0.02759,WAREHOUSE PARIS AREA 1,FRANCE,CHALONS-EN-CHAMPAGNE,FRANCE,LEVALLOIS PERRET,295.165,180,270,220,"FRANCE, LEVALLOIS PERRET",48.8946404,2.2874191,1.1036,0.031271433024,0.005562144,0.0029797199999999995,0.5098632,0.549676497024
36,25391,2021-01-08 00:00:00.000,1-2021,3403434,5003451-51,21000061,2,830864-64,20.0,29.25,0.0547599999999999,WAREHOUSE PARIS AREA 1,FRANCE,CHALONS-EN-CHAMPAGNE,FRANCE,LEVALLOIS PERRET,295.165,180,270,220,"FRANCE, LEVALLOIS PERRET",48.8946404,2.2874191,1.095199999999998,0.031033411967999948,0.00551980799999999,0.0029570399999999946,0.505982399999999,0.545492659967999
37,25392,2021-01-08 00:00:00.000,1-2021,3403434,5003451-51,21000061,3,830863-63,30.0,43.88,0.0547599999999999,WAREHOUSE PARIS AREA 1,FRANCE,CHALONS-EN-CHAMPAGNE,FRANCE,LEVALLOIS PERRET,295.165,180,270,220,"FRANCE, LEVALLOIS PERRET",48.8946404,2.2874191,1.642799999999997,0.04655011795199992,0.008279711999999986,0.004435559999999992,0.7589735999999987,0.8182389899519986
38,25393,2021-01-08 00:00:00.000,1-2021,3403434,5003451-51,21000061,4,937555-55,20.0,15.94,0.029,WAREHOUSE PARIS AREA 1,FRANCE,CHALONS-EN-CHAMPAGNE,FRANCE,LEVALLOIS PERRET,295.165,180,270,220,"FRANCE, LEVALLOIS PERRET",48.8946404,2.2874191,0.5800000000000001,0.016434787200000002,0.002923200000000001,0.0015660000000000001,0.26796000000000003,0.2888839872
39,25394,2021-01-08 00:00:00.000,1-2021,3403434,5003451-51,21000061,5,937554-54,20.0,15.94,0.029,WAREHOUSE PARIS AREA 1,FRANCE,CHALONS-EN-CHAMPAGNE,FRANCE,LEVALLOIS PERRET,295.165,180,270,220,"FRANCE, LEVALLOIS PERRET",48.8946404,2.2874191,0.5800000000000001,0.016434787200000002,0.002923200000000001,0.0015660000000000001,0.26796000000000003,0.2888839872
40,25395,2021-01-08 00:00:00.000,1-2021,3403434,5003451-51,21000061,6,918533-33,20.0,29.25,0.05568,WAREHOUSE PARIS AREA 1,FRANCE,CHALONS-EN-CHAMPAGNE,FRANCE,LEVALLOIS PERRET,295.165,180,270,220,"FRANCE, LEVALLOIS PERRET",48.8946404,2.2874191,1.1136,0.031554791424,0.005612544,0.00300672,0.5144832,0.554657255424
41,25396,2021-01-08 00:00:00.000,1-2021,3403434,5003451-51,21000061,7,8957921-21,20.0,14.02,0.0200799999999999,WAREHOUSE PARIS AREA 1,FRANCE,CHALONS-EN-CHAMPAGNE,FRANCE,LEVALLOIS PERRET,295.165,180,270,220,"FRANCE, LEVALLOIS PERRET",48.8946404,2.2874191,0.401599999999998,0.011379673343999945,0.00202406399999999,0.0010843199999999945,0.18553919999999907,0.200027257343999
42,25397,2021-01-08 00:00:00.000,1-2021,3403434,5003451-51,21000061,8,802063-63,20.0,12.51,0.022,WAREHOUSE PARIS AREA 1,FRANCE,CHALONS-EN-CHAMPAGNE,FRANCE,LEVALLOIS PERRET,295.165,180,270,220,"FRANCE, LEVALLOIS PERRET",48.8946404,2.2874191,0.43999999999999995,0.012467769600000001,0.0022175999999999997,0.0011879999999999998,0.20328000000000002,0.2191533696
43,25398,2021-01-08 00:00:00.000,1-2021,3403434,5003451-51,21000061,9,802064-64,20.0,12.51,0.0184,WAREHOUSE PARIS AREA 1,FRANCE,CHALONS-EN-CHAMPAGNE,FRANCE,LEVALLOIS PERRET,295.165,180,270,220,"FRANCE, LEVALLOIS PERRET",48.8946404,2.2874191,0.368,0.01042758912,0.0018547199999999998,0.0009936,0.17001600000000003,0.18329190912000004
44,25399,2021-01-08 00:00:00.000,1-2021,3403434,5003451-51,21000061,10,802077-77,100.0,91.52,0.019,WAREHOUSE PARIS AREA 1,FRANCE,CHALONS-EN-CHAMPAGNE,FRANCE,LEVALLOIS PERRET,295.165,180,270,220,"FRANCE, LEVALLOIS PERRET",48.8946404,2.2874191,1.9,0.05383809600000001,0.009576000000000001,0.00513,0.8778,0.946344096
45,25400,2021-01-08 00:00:00.000,1-2021,3403434,5003451-51,21000061,11,802078-78,20.0,18.3,0.019,WAREHOUSE PARIS AREA 1,FRANCE,CHALONS-EN-CHAMPAGNE,FRANCE,LEVALLOIS PERRET,295.165,180,270,220,"FRANCE, LEVALLOIS PERRET",48.8946404,2.2874191,0.38,0.010767619200000002,0.0019152000000000001,0.0010260000000000002,0.17556000000000002,0.18926881920000002
46,25401,2021-01-08 00:00:00.000,1-2021,3403434,5003451-51,21000061,12,902126-26,80.0,102.9,0.019,WAREHOUSE PARIS AREA 1,FRANCE,CHALONS-EN-CHAMPAGNE,FRANCE,LEVALLOIS PERRET,295.165,180,270,220,"FRANCE, LEVALLOIS PERRET",48.8946404,2.2874191,1.52,0.04307047680000001,0.007660800000000001,0.004104000000000001,0.7022400000000001,0.7570752768000001
47,25402,2021-01-08 00:00:00.000,1-2021,3403434,5003451-51,21000061,14,942103-03,20.0,33.39,0.02459,WAREHOUSE PARIS AREA 1,FRANCE,CHALONS-EN-CHAMPAGNE,FRANCE,LEVALLOIS PERRET,295.165,180,270,220,"FRANCE, LEVALLOIS PERRET",48.8946404,2.2874191,0.4918,0.013935566112000003,0.0024786720000000003,0.0013278600000000002,0.2272116,0.24495369811200002
48,25403,2021-01-08 00:00:00.000,1-2021,3403434,5003451-51,21000061,15,887776-76,20.0,19.27,0.019,WAREHOUSE PARIS AREA 1,FRANCE,CHALONS-EN-CHAMPAGNE,FRANCE,LEVALLOIS PERRET,295.165,180,270,220,"FRANCE, LEVALLOIS PERRET",48.8946404,2.2874191,0.38,0.010767619200000002,0.0019152000000000001,0.0010260000000000002,0.17556000000000002,0.18926881920000002
49,25404,2021-01-08 00:00:00.000,1-2021,3403434,5003451-51,21000061,16,8871292-92,20.0,25.72,0.02191,WAREHOUSE PARIS AREA 1,FRANCE,CHALONS-EN-CHAMPAGNE,FRANCE,LEVALLOIS PERRET,295.165,180,270,220,"FRANCE, LEVALLOIS PERRET",48.8946404,2.2874191,0.4382,0.012416765088,0.002208528,0.0011831399999999998,0.2024484,0.218256833088
50,25405,2021-01-08 00:00:00.000,1-2021,3403434,5003451-51,21000061,17,992668-68,25.0,40.35,0.0215,WAREHOUSE PARIS AREA 1,FRANCE,CHALONS-EN-CHAMPAGNE,FRANCE,LEVALLOIS PERRET,295.165,180,270,220,"FRANCE, LEVALLOIS PERRET",48.8946404,2.2874191,0.5375,0.015230514000000002,0.002709,0.00145125,0.248325,0.26771576399999997
51,25406,2021-01-08 00:00:00.000,1-2021,3403434,5003451-51,21000061,19,8031256-56,20.0,13.82,0.019,WAREHOUSE PARIS AREA 1,FRANCE,CHALONS-EN-CHAMPAGNE,FRANCE,LEVALLOIS PERRET,295.165,180,270,220,"FRANCE, LEVALLOIS PERRET",48.8946404,2.2874191,0.38,0.010767619200000002,0.0019152000000000001,0.0010260000000000002,0.17556000000000002,0.18926881920000002
52,25407,2021-01-08 00:00:00.000,1-2021,3403434,5003451-51,21000061,20,942082-82,20.0,27.44,0.032,WAREHOUSE PARIS AREA 1,FRANCE,CHALONS-EN-CHAMPAGNE,FRANCE,LEVALLOIS PERRET,295.165,180,270,220,"FRANCE, LEVALLOIS PERRET",48.8946404,2.2874191,0.64,0.018134937600000005,0.0032256000000000003,0.0017280000000000002,0.29568000000000005,0.31876853760000007
53,25408,2021-01-08 00:00:00.000,1-2021,3403434,5003451-51,21000061,21,964823-23,20.0,13.72,0.019,WAREHOUSE PARIS AREA 1,FRANCE,CHALONS-EN-CHAMPAGNE,FRANCE,LEVALLOIS PERRET,295.165,180,270,220,"FRANCE, LEVALLOIS PERRET",48.8946404,2.2874191,0.38,0.010767619200000002,0.0019152000000000001,0.0010260000000000002,0.17556000000000002,0.18926881920000002
54,25409,2021-01-08 00:00:00.000,1-2021,3403434,5003451-51,21000061,22,964824-24,20.0,27.44,0.033,WAREHOUSE PARIS AREA 1,FRANCE,CHALONS-EN-CHAMPAGNE,FRANCE,LEVALLOIS PERRET,295.165,180,270,220,"FRANCE, LEVALLOIS PERRET",48.8946404,2.2874191,0.66,0.0187016544,0.0033264,0.001782,0.30492,0.3287300544
55,25410,2021-01-08 00:00:00.000,1-2021,3403434,5003451-51,21000061,23,943453-53,20.0,25.42,0.02061,WAREHOUSE PARIS AREA 1,FRANCE,CHALONS-EN-CHAMPAGNE,FRANCE,LEVALLOIS PERRET,295.165,180,270,220,"FRANCE, LEVALLOIS PERRET",48.8946404,2.2874191,0.4122,0.011680033248,0.002077488,0.00111294,0.1904364,0.20530686124800002
56,25411,2021-01-08 00:00:00.000,1-2021,3403434,5003451-51,21000061,26,944022-22,20.0,47.21,0.01053,WAREHOUSE PARIS AREA 1,FRANCE,CHALONS-EN-CHAMPAGNE,FRANCE,LEVALLOIS PERRET,295.165,180,270,220,"FRANCE, LEVALLOIS PERRET",48.8946404,2.2874191,0.21059999999999998,0.005967527904,0.001061424,0.0005686199999999999,0.09729719999999999,0.10489477190399998
57,25412,2021-01-08 00:00:00.000,1-2021,3403434,5003451-51,21000061,28,8794095-95,20.0,37.63,0.02113,WAREHOUSE PARIS AREA 1,FRANCE,CHALONS-EN-CHAMPAGNE,FRANCE,LEVALLOIS PERRET,295.165,180,270,220,"FRANCE, LEVALLOIS PERRET",48.8946404,2.2874191,0.4226,0.011974725984,0.0021299039999999997,0.00114102,0.1952412,0.210486849984
58,25413,2021-01-08 00:00:00.000,1-2021,3403434,5003451-51,21000061,29,8571482-82,20.0,39.74,0.0163,WAREHOUSE PARIS AREA 1,FRANCE,CHALONS-EN-CHAMPAGNE,FRANCE,LEVALLOIS PERRET,295.165,180,270,220,"FRANCE, LEVALLOIS PERRET",48.8946404,2.2874191,0.32599999999999996,0.00923748384,0.0016430399999999997,0.0008801999999999999,0.150612,0.16237272383999998
59,25414,2021-01-08 00:00:00.000,1-2021,3403434,5003451-51,21000061,30,8794084-84,20.0,44.28,0.0163,WAREHOUSE PARIS AREA 1,FRANCE,CHALONS-EN-CHAMPAGNE,FRANCE,LEVALLOIS PERRET,295.165,180,270,220,"FRANCE, LEVALLOIS PERRET",48.8946404,2.2874191,0.32599999999999996,0.00923748384,0.0016430399999999997,0.0008801999999999999,0.150612,0.16237272383999998
60,25415,2021-01-08 00:00:00.000,1-2021,3403434,5003451-51,21000061,31,8479004-04,20.0,33.19,0.02113,WAREHOUSE PARIS AREA 1,FRANCE,CHALONS-EN-CHAMPAGNE,FRANCE,LEVALLOIS PERRET,295.165,180,270,220,"FRANCE, LEVALLOIS PERRET",48.8946404,2.2874191,0.4226,0.011974725984,0.0021299039999999997,0.00114102,0.1952412,0.210486849984
61,25416,2021-01-08 00:00:00.000,1-2021,3403434,5003451-51,21000061,32,896049-49,20.0,59.31,0.0163,WAREHOUSE PARIS AREA 1,FRANCE,CHALONS-EN-CHAMPAGNE,FRANCE,LEVALLOIS PERRET,295.165,180,270,220,"FRANCE, LEVALLOIS PERRET",48.8946404,2.2874191,0.32599999999999996,0.00923748384,0.0016430399999999997,0.0008801999999999999,0.150612,0.16237272383999998
62,25417,2021-01-08 00:00:00.000,1-2021,3403434,5003451-51,21000061,33,897001-01,25.0,32.28,0.04304,WAREHOUSE PARIS AREA 1,FRANCE,CHALONS-EN-CHAMPAGNE,FRANCE,LEVALLOIS PERRET,295.165,180,270,220,"FRANCE, LEVALLOIS PERRET",48.8946404,2.2874191,1.076,0.030489363840000006,0.0054230400000000005,0.0029052000000000006,0.4971120000000001,0.5359296038400001
63,25418,2021-01-08 00:00:00.000,1-2021,3403434,5003451-51,21000061,34,875586-86,25.0,26.73,0.029,WAREHOUSE PARIS AREA 1,FRANCE,CHALONS-EN-CHAMPAGNE,FRANCE,LEVALLOIS PERRET,295.165,180,270,220,"FRANCE, LEVALLOIS PERRET",48.8946404,2.2874191,0.7250000000000001,0.020543484000000004,0.003654,0.0019575,0.33495,0.361104984
64,25419,2021-01-08 00:00:00.000,1-2021,3403434,5003451-51,21000061,35,921215-15,25.0,39.75,0.058,WAREHOUSE PARIS AREA 1,FRANCE,CHALONS-EN-CHAMPAGNE,FRANCE,LEVALLOIS PERRET,295.165,180,270,220,"FRANCE, LEVALLOIS PERRET",48.8946404,2.2874191,1.4500000000000002,0.04108696800000001,0.007308,0.003915,0.6699,0.722209968
65,25420,2021-01-08 00:00:00.000,1-2021,3403434,5003451-51,21000061,36,880410-10,25.0,26.73,0.029,WAREHOUSE PARIS AREA 1,FRANCE,CHALONS-EN-CHAMPAGNE,FRANCE,LEVALLOIS PERRET,295.165,180,270,220,"FRANCE, LEVALLOIS PERRET",48.8946404,2.2874191,0.7250000000000001,0.020543484000000004,0.003654,0.0019575,0.33495,0.361104984
